po_number;line_item;material_id;supplier_id;plant;doc_type;is_intracompany_transfer;po_qty;po_uom;open_qty;received_qty_so_far;delivery_date;doc_date;created_on;created_by;company_code;purch_group;material_group
4500016444;10;9200004704;1001040;1722;ZSC;false;36720;EA;36720;0;2026-07-25;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016445;10;9200003201;1013720;1722;NB;false;64000;EA;64000;0;2026-07-10;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016446;10;9200003201;1013720;1734;NB;false;32000;EA;32000;0;2026-07-10;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016447;10;9200003205;1013720;1722;NB;false;16000;EA;16000;0;2026-07-10;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016448;10;9050099301;1001040;7101;ZSC;false;6480;EA;6480;0;2026-07-30;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016449;10;9050099302;1001040;7101;ZSC;false;15120;EA;15120;0;2026-07-10;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016450;10;9050099303;1001040;7101;ZSC;false;15120;EA;15120;0;2026-07-10;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016451;10;9050099304;1001040;7101;ZSC;false;5400;EA;5400;0;2026-07-10;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016452;10;9050099305;1001040;7101;ZSC;false;38880;EA;38880;0;2026-07-30;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016453;10;9050099306;1001040;7101;ZSC;false;28080;EA;28080;0;2026-07-30;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016454;10;9050099401;1001040;7101;ZSC;false;7560;EA;7560;0;2026-07-10;2026-03-18;2026-03-18;PRANATP;1710;81;1001
4500016459;10;9050067905;1001040;7101;ZSC;false;6552;EA;6552;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016460;10;9050067909;1001040;7101;ZSC;false;56160;EA;56160;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016461;10;9050077909;1001040;7101;ZSC;false;37440;EA;37440;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016462;10;9050067910;1001040;7101;ZSC;false;9360;EA;9360;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016463;10;9050033016;1001040;7101;ZSC;false;1872;EA;1872;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016464;10;9050033018;1001040;7101;ZSC;false;936;EA;936;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016466;10;9050033201;1009089;7101;ZSC;false;52416;EA;52416;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1002
4500016469;10;9050068002;1003563;1722;ZSC;false;15516;EA;15516;0;2026-07-06;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016470;10;9050068002;1003563;1722;ZSC;false;7884;EA;7884;0;2026-07-14;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016471;20;9050143933;1010110;1786;ZSC;false;29820;EA;8436;21384;2026-06-26;2026-03-19;2026-03-19;FITZSIC;1780;177;6002
4500016472;10;9200001301;1000026;9999;NB;false;54000;EA;54000;0;2026-07-13;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016473;10;9200000201;1005551;9999;NB;false;56000;EA;56000;0;2026-07-27;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016474;10;9200000103;1009011;9999;NB;false;304000;EA;204000;100000;2026-06-05;2026-03-19;2026-03-19;GHULEM;1710;188;1002
4500016475;10;9200000104;1009011;9999;NB;false;304000;EA;204000;100000;2026-06-05;2026-03-19;2026-03-19;GHULEM;1710;188;1002
4500016476;10;9200000105;1009011;9999;NB;false;304000;EA;204000;100000;2026-06-05;2026-03-19;2026-03-19;GHULEM;1710;188;1002
4500016479;10;9200001401;1000026;9999;NB;false;18000;EA;18000;0;2026-07-13;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016481;10;9200041102;1013720;1722;NB;false;9720;EA;9720;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016482;10;6350067901;1003563;7101;NB;false;200000;EA;200000;0;2026-08-03;2026-03-19;2026-03-19;GHULEM;1710;188;0001
4500016485;10;9200000201;1005551;9999;NB;false;980000;EA;980000;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016486;10;9200000201;1005551;1722;NB;false;140000;EA;140000;0;2026-07-20;2026-03-19;2026-03-19;GHULEM;1710;188;1001
4500016490;10;9050058208;1010091;1786;NB;false;10000;EA;10000;0;2026-07-09;2026-03-19;2026-03-19;TEST_PEOUM;1780;200;6002
4500016490;20;9050058208;1010091;1787;NB;false;150000;EA;150000;0;2026-07-09;2026-03-19;2026-03-19;TEST_PEOUM;1780;200;6002
4500016490;30;9050058308;1010091;7803;NB;false;30000;EA;30000;0;2026-07-09;2026-03-19;2026-03-19;TEST_PEOUM;1780;200;6002
4500016490;40;9050058308;1010091;1787;NB;false;70000;EA;70000;0;2026-07-09;2026-03-19;2026-03-19;TEST_PEOUM;1780;200;6002
4500016490;50;9050126201;1010091;1787;NB;false;25000;EA;25000;0;2026-07-09;2026-03-19;2026-03-19;TEST_PEOUM;1780;200;6002
4500016494;10;9050097702;1010516;1714;NB;false;100000;EA;100000;0;2026-08-07;2026-03-19;2026-03-20;TEST_PEOUM;1710;200;1003
4500016495;10;9050097702;1010516;7101;NB;false;250000;EA;250000;0;2026-08-06;2026-03-19;2026-03-20;TEST_PEOUM;1710;200;1003
4500016495;20;9050098102;1010516;7101;NB;false;100000;EA;100000;0;2026-08-06;2026-03-19;2026-03-20;TEST_PEOUM;1710;200;1003
4500016495;30;9050103201;1010516;7101;NB;false;20000;EA;20000;0;2026-08-06;2026-03-19;2026-03-20;TEST_PEOUM;1710;200;1003
4500016496;10;9050103201;1010516;1711;NB;false;10000;EA;10000;0;2026-08-06;2026-03-19;2026-03-20;TEST_PEOUM;1710;200;1003
4500016497;10;9050098701;1010516;1714;NB;false;40000;EA;40000;0;2026-07-24;2026-03-19;2026-03-20;TEST_PEOUM;1710;200;1003
4500016498;10;9050098701;1010516;7101;NB;false;100000;EA;100000;0;2026-07-24;2026-03-19;2026-03-20;TEST_PEOUM;1710;200;1003
4500016501;10;6350003501;1011162;9997;NB;false;35000;EA;35000;0;2026-07-06;2026-03-20;2026-03-20;ALLENC;1780;184;0001
4500016501;20;6350003104;1011162;9997;NB;false;35000;EA;35000;0;2026-07-06;2026-03-20;2026-03-20;ALLENC;1780;184;0001
4500016501;30;6350003205;1011162;9997;NB;false;30000;EA;30000;0;2026-07-06;2026-03-20;2026-03-20;ALLENC;1780;184;0001
4500016501;40;6350003410;1011162;9997;NB;false;30000;EA;30000;0;2026-07-06;2026-03-20;2026-03-20;ALLENC;1780;184;0001
4500016502;10;6350025110;1011162;9997;NB;false;30000;EA;30000;0;2026-05-25;2026-03-20;2026-03-20;ALLENC;1780;184;0001
4500016504;40;6350016010;1011162;9997;NB;false;30000;EA;30000;0;2026-06-01;2026-03-20;2026-03-20;ALLENC;1780;184;0001
4500016504;70;6350000910;1011162;9997;NB;false;18000;EA;18000;0;2026-05-22;2026-03-20;2026-03-20;ALLENC;1780;184;0001
4500016507;10;9050093601;1009968;1714;NB;false;10000;EA;10000;0;2026-08-15;2026-03-20;2026-03-20;CHENC;1710;198;3003
4500016507;20;9050093601;1009968;7101;NB;false;44720;EA;44720;0;2026-08-15;2026-03-20;2026-03-20;CHENC;1710;198;3003
4500016507;30;9050101601;1009968;7101;NB;false;10000;EA;10000;0;2026-08-15;2026-03-20;2026-03-20;CHENC;1710;198;3003
4500016517;10;9050085901;1010267;7101;NB;false;69120;EA;69120;0;2026-07-20;2026-03-23;2026-03-24;GHULEM;1710;188;1007
4500016518;10;9050076702;1010267;7101;NB;false;12096;EA;12096;0;2026-07-20;2026-03-23;2026-03-24;GHULEM;1710;188;1007
4500016527;10;9050139910;1004863;7803;NB;false;56262;EA;56262;0;2026-07-24;2026-03-25;2026-03-25;FITZSIC;1780;177;6001
4500016528;10;9050139710;1004863;7803;NB;false;56292;EA;56292;0;2026-07-24;2026-03-25;2026-03-25;FITZSIC;1780;177;6001
4500016529;10;9050139831;1004863;7803;NB;false;56292;EA;56292;0;2026-07-24;2026-03-25;2026-03-25;FITZSIC;1780;177;6001
4500016530;10;9050139910;1004863;7803;NB;false;56292;EA;56292;0;2026-08-31;2026-03-25;2026-03-25;FITZSIC;1780;177;6001
4500016531;10;9050129601;1001040;1113;ZSC;false;2100;EA;2100;0;2026-07-10;2026-03-25;2026-03-25;PRANATP;1110;81;1001
4500016532;30;9050144930;1002434;7818;ZSC;false;3840;EA;3840;0;2026-06-08;2026-03-25;2026-03-25;FITZSIC;1780;177;6002
4500016532;40;9050144930;1002434;7817;ZSC;false;13944;EA;13944;0;2026-06-08;2026-03-25;2026-03-25;FITZSIC;1780;177;6002
4500016539;10;9050099801;1012603;1711;ZSC;false;8640;EA;8640;0;2026-05-30;2026-03-25;2026-03-25;PRANATP;1710;81;1001
4500016540;10;9050099802;1012603;1711;ZSC;false;11520;EA;11520;0;2026-05-30;2026-03-25;2026-03-25;PRANATP;1710;81;1001
4500016547;40;9200002301;1012603;1714;ZSC;false;136400;EA;136400;0;2026-06-10;2026-03-25;2026-03-25;PRANATP;1710;81;1001
4500016548;10;9050122101;1010525;1711;NB;false;24480;EA;24480;0;2026-07-15;2026-03-25;2026-03-25;CHENC;1710;198;4001
4500016548;20;9050122101;1010525;1712;NB;false;1920;EA;1920;0;2026-07-15;2026-03-25;2026-03-25;CHENC;1710;198;4001
4500016548;30;9050122101;1010525;7101;NB;false;38904;EA;38904;0;2026-07-15;2026-03-25;2026-03-25;CHENC;1710;198;4001
4500016548;50;9050122101;1010525;1722;NB;false;57600;EA;57600;0;2026-07-15;2026-03-25;2026-03-25;CHENC;1710;198;4001
4500016551;10;9050104601;1010516;1714;NB;false;50000;EA;50000;0;2026-08-07;2026-03-25;2026-03-25;TEST_PEOUM;1710;200;1003
4500016552;10;9050053301;1010516;7101;NB;false;5000;EA;5000;0;2026-08-07;2026-03-25;2026-03-25;TEST_PEOUM;1710;200;1003
4500016553;10;9050145601;1012634;1722;ZSC;false;107712;EA;107712;0;2026-08-01;2026-03-26;2026-03-26;FITZSIC;1710;177;5003
4500016554;10;9050145501;1012634;1722;ZSC;false;39456;EA;39456;0;2026-08-01;2026-03-26;2026-03-26;FITZSIC;1710;177;5003
4500016555;10;9050145401;1012634;1722;ZSC;false;39456;EA;39456;0;2026-08-01;2026-03-26;2026-03-26;FITZSIC;1710;177;5003
4500016556;10;9050145301;1012634;1722;ZSC;false;110736;EA;110736;0;2026-08-01;2026-03-26;2026-03-26;FITZSIC;1710;177;5003
4500016561;10;9050122301;1000776;1711;NB;false;11040;EA;11040;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016561;20;9050122301;1000776;1712;NB;false;960;EA;960;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016561;30;9050122301;1000776;1722;NB;false;14400;EA;14400;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016562;20;9050122302;1000776;1114;NB;false;6240;EA;6240;0;2026-08-17;2026-03-27;2026-03-27;CHENC;1110;198;4001
4500016563;10;9050122201;1000776;1711;NB;false;11040;EA;11040;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016563;20;9050122201;1000776;1712;NB;false;960;EA;960;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016563;30;9050122201;1000776;1722;NB;false;14400;EA;14400;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016564;20;9050122203;1000776;1114;NB;false;6240;EA;6240;0;2026-08-17;2026-03-27;2026-03-27;CHENC;1110;198;4001
4500016581;10;6350072601;1012585;9999;NB;false;26250;EA;26250;0;2026-09-04;2026-03-27;2026-03-27;FITZSIC;1710;177;0001
4500016581;20;6350047301;1012585;9999;NB;false;16400;EA;16400;0;2026-09-04;2026-03-27;2026-03-27;FITZSIC;1710;177;0001
4500016581;30;6350074001;1012585;9999;NB;false;10000;EA;10000;0;2026-09-04;2026-03-27;2026-03-27;FITZSIC;1710;177;0001
4500016581;40;6350066101;1012585;9999;NB;false;26650;EA;26650;0;2026-09-04;2026-03-27;2026-03-27;FITZSIC;1710;177;0001
4500016586;10;9050145001;1000776;1711;NB;false;1440;EA;1440;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016586;20;9050145001;1000776;1712;NB;false;480;EA;480;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016586;30;9050145001;1000776;7101;NB;false;25440;EA;25440;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016586;40;9050145001;1000776;1722;NB;false;56240;EA;56240;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016587;10;9050145101;1000776;1711;NB;false;1440;EA;1440;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016587;20;9050145101;1000776;1712;NB;false;480;EA;480;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016587;30;9050145101;1000776;7101;NB;false;15440;EA;15440;0;2026-07-15;2026-03-27;2026-03-27;CHENC;1710;198;4001
4500016591;20;9050122102;1010525;1114;NB;false;9600;EA;9600;0;2026-08-24;2026-03-30;2026-03-30;CHENC;1110;198;4001
4500016594;10;9200000307;;1711;UB;true;400;EA;400;0;2026-04-08;2026-03-30;2026-03-30;CHENC;1780;198;1005
4500016609;20;9050139710;1004863;7803;NB;false;56262;EA;56262;0;2026-08-31;2026-03-31;2026-03-31;FITZSIC;1780;177;6001
4500016611;20;9050139831;1004863;7803;NB;false;56262;EA;56262;0;2026-08-31;2026-03-31;2026-03-31;FITZSIC;1780;177;6001
4500016623;10;9200002701;1009011;1722;NB;false;129600;EA;129600;0;2026-07-27;2026-03-31;2026-03-31;GHULEM;1710;188;1001
4500016625;10;9050046902;1009066;1711;NB;false;150000;EA;150000;0;2026-08-15;2026-04-01;2026-04-01;ZOULM;1710;197;2002
4500016625;20;9050046902;1009066;7101;NB;false;150000;EA;150000;0;2026-08-15;2026-04-01;2026-04-01;ZOULM;1710;197;2002
4500016633;10;9050093501;1004830;7101;NB;false;45000;EA;45000;0;2026-08-17;2026-04-02;2026-04-02;CHENC;1710;198;3003
4500016633;20;9050093501;1004830;1714;NB;false;5000;EA;5000;0;2026-08-17;2026-04-02;2026-04-02;CHENC;1710;198;3003
4500016634;10;9050073801;1003696;1711;NB;false;25000;EA;25000;0;2026-09-14;2026-04-02;2026-04-02;ZOULM;1710;197;1003
4500016642;10;6350072601;1012585;9999;NB;false;10500;EA;10500;0;2026-09-04;2026-04-03;2026-04-03;FITZSIC;1710;177;0001
4500016642;20;6350047301;1012585;9999;NB;false;21000;EA;21000;0;2026-09-04;2026-04-03;2026-04-03;FITZSIC;1710;177;0001
4500016642;30;6350047401;1012585;9999;NB;false;26250;EA;26250;0;2026-09-04;2026-04-03;2026-04-03;FITZSIC;1710;177;0001
4500016642;40;6350047501;1012585;9999;NB;false;26250;EA;26250;0;2026-09-04;2026-04-03;2026-04-03;FITZSIC;1710;177;0001
4500016642;50;6350066101;1012585;9999;NB;false;84000;EA;84000;0;2026-09-04;2026-04-03;2026-04-03;FITZSIC;1710;177;0001
4500016646;10;9050098002;1010516;7101;NB;false;100000;EA;100000;0;2026-08-14;2026-04-03;2026-04-03;TEST_PEOUM;1710;200;1003
4500016647;10;9050142201;1004863;1711;NB;false;32760;EA;32760;0;2027-07-27;2026-04-03;2026-04-03;FITZSIC;1710;177;6001
4500016647;20;9050142201;1004863;1722;NB;false;112800;EA;112800;0;2027-07-27;2026-04-03;2026-04-03;FITZSIC;1710;177;6001
4500016652;40;6350002710;1011162;9997;NB;false;215280;EA;215280;0;2026-05-25;2026-04-06;2026-04-06;FITZSIC;1780;177;0001
4500016659;10;9050143832;1013046;7803;ZSC;false;64050;EA;64050;0;2026-07-07;2026-04-06;2026-04-06;TEST_PEOUM;1780;200;6002
4500016659;20;9050143731;1013046;7803;ZSC;false;64050;EA;64050;0;2026-07-07;2026-04-06;2026-04-06;TEST_PEOUM;1780;200;6002
4500016659;30;9050143630;1013046;7803;ZSC;false;34300;EA;34300;0;2026-07-07;2026-04-06;2026-04-06;TEST_PEOUM;1780;200;6002
4500016664;10;6360050901;1011262;1714;NB;false;24960;EA;24960;0;2026-06-29;2026-04-07;2026-04-07;PRANATP;1710;81;0001
4500016668;10;9050059010;1010837;7815;ZSC;false;40000;EA;40000;0;2026-06-29;2026-04-08;2026-04-08;FITZSIC;1780;177;6002
4500016669;10;6350002710;1011162;9997;NB;false;41400;EA;41400;0;2026-05-25;2026-04-08;2026-04-08;FITZSIC;1780;177;0001
4500016669;20;6350002299;1011162;9997;NB;false;41400;EA;41400;0;2026-05-25;2026-04-08;2026-04-08;FITZSIC;1780;177;0001
4500016678;10;9050068801;1003563;1722;ZSC;false;48000;EA;48000;0;2026-06-22;2026-04-09;2026-04-09;GHULEM;1710;188;1001
4500016679;10;9050068801;1003563;1722;ZSC;false;28800;EA;28800;0;2026-07-20;2026-04-09;2026-04-09;GHULEM;1710;188;1001
4500016680;10;9050059310;1010110;7803;ZSC;false;80000;EA;80000;0;2026-06-15;2026-04-09;2026-04-09;FITZSIC;1780;177;6002
4500016686;10;9050136703;1001040;7101;ZSC;false;33696;EA;33696;0;2026-07-20;2026-04-09;2026-04-09;GHULEM;1710;188;1001
4500016687;10;9050136704;1001040;7101;ZSC;false;16848;EA;16848;0;2026-07-20;2026-04-09;2026-04-09;GHULEM;1710;188;1001
4500016695;10;9050109701;1012574;1711;NB;false;50000;EA;50000;0;2026-07-20;2026-04-13;2026-04-13;ZOULM;1710;197;5003
4500016695;20;9050109701;1012574;1714;NB;false;50000;EA;50000;0;2026-07-20;2026-04-13;2026-04-13;ZOULM;1710;197;5003
4500016701;20;9050093001;;1714;UB;true;59676;EA;3012;56664;2026-04-20;2026-04-13;2026-04-13;PRANATP;1710;81;6001
4500016708;20;9150240301;1003563;7816;ZSC;false;258440;EA;2520;255920;2026-04-23;2026-04-14;2026-04-14;FITZSIC;1780;177;6002
4500016710;10;9150239701;1001912;1734;ZSC;false;48000;EA;48000;0;2026-07-01;2026-04-14;2026-04-14;PRANATP;1710;81;1001
4500016711;10;9150212801;1001912;1734;ZSC;false;154920;EA;154920;0;2026-06-29;2026-04-14;2026-04-14;PRANATP;1710;81;1001
4500016712;10;9050097102;1004803;7101;NB;false;25000;EA;25000;0;2026-09-28;2026-04-14;2026-04-14;ZOULM;1710;197;5002
4500016713;10;6350024803;1011162;9997;NB;false;30000;EA;30000;0;2026-06-08;2026-04-14;2026-04-14;ZOULM;1780;197;0001
4500016714;10;9050058109;1009986;1786;ZSC;false;10000;EA;10000;0;2026-05-18;2026-04-14;2026-04-14;ZOULM;1780;197;6002
4500016715;10;9050109911;1009986;1786;ZSC;false;15000;EA;15000;0;2026-06-29;2026-04-14;2026-04-14;ZOULM;1780;197;6002
4500016715;20;9050109911;1009986;1787;ZSC;false;15000;EA;15000;0;2026-06-29;2026-04-14;2026-04-14;ZOULM;1780;197;6002
4500016717;30;6110100301;1013881;7815;NB;false;2300;EA;2300;0;2026-04-20;2026-04-14;2026-04-15;FITZSIC;1780;177;0001
4500016717;40;6110100401;1013881;7815;NB;false;2300;EA;2300;0;2026-04-20;2026-04-14;2026-04-15;FITZSIC;1780;177;0001
4500016722;10;6360043301;1000017;1711;NB;false;45000;EA;45000;0;2026-06-16;2026-04-15;2026-04-15;GHULEM;1710;188;0001
4500016727;10;6360054401;1013881;1722;NB;false;2800;EA;2800;0;2026-05-01;2026-04-15;2026-04-15;PRANATP;1710;81;0001
4500016728;10;9200004901;1001040;1722;ZSC;false;15300;EA;15300;0;2026-08-01;2026-04-15;2026-04-16;PRANATP;1710;81;1001
4500016729;10;9050122801;1001040;1722;NB;false;17000;EA;17000;0;2026-08-01;2026-04-15;2026-04-16;PRANATP;1710;81;1005
4500016732;10;9050125301;1005970;7101;ZSC;false;343980;EA;212940;131040;2026-06-30;2026-04-16;2026-04-16;PRANATP;1710;81;1001
4500016733;10;9050129401;1005970;7101;ZSC;false;26136;EA;26136;0;2026-06-30;2026-04-16;2026-04-16;PRANATP;1710;81;1001
4500016734;10;9050089808;1005970;7101;ZSC;false;25272;EA;25272;0;2026-06-30;2026-04-16;2026-04-16;PRANATP;1710;81;1001
4500016735;10;9050110304;1005970;7101;ZSC;false;7020;EA;7020;0;2026-06-30;2026-04-16;2026-04-16;PRANATP;1710;81;1001
4500016736;10;9050110308;1005970;7101;ZSC;false;8424;EA;8424;0;2026-06-30;2026-04-16;2026-04-16;PRANATP;1710;81;1001
4500016742;10;9050089602;1010525;1711;NB;false;5280;EA;5280;0;2026-09-07;2026-04-16;2026-04-16;CHENC;1710;198;3001
4500016742;20;9050089602;1010525;1714;NB;false;10560;EA;10560;0;2026-09-07;2026-04-16;2026-04-16;CHENC;1710;198;3001
4500016742;30;9050089602;1010525;7101;NB;false;66312;EA;66312;0;2026-09-07;2026-04-16;2026-04-16;CHENC;1710;198;3001
4500016747;10;9150240301;1003563;7815;ZSC;false;211680;EA;33880;177800;2026-04-23;2026-04-17;2026-04-17;FITZSIC;1780;177;6002
4500016749;40;9200005702;1005025;9999;NB;false;199000;G;199000;0;2026-05-29;2026-04-17;2026-04-17;FITZSIC;1710;177;5003
4500016750;10;9050054304;1010837;1786;ZSC;false;15000;EA;15000;0;2026-07-27;2026-04-17;2026-04-17;CHENC;1780;198;4001
4500016750;20;9050054304;1010837;1787;ZSC;false;10000;EA;10000;0;2026-07-27;2026-04-17;2026-04-17;CHENC;1780;198;4001
4500016751;10;9050054305;1010837;1786;ZSC;false;17500;EA;17500;0;2026-07-27;2026-04-17;2026-04-17;CHENC;1780;198;4001
4500016751;20;9050054305;1010837;1787;ZSC;false;7500;EA;7500;0;2026-07-27;2026-04-17;2026-04-17;CHENC;1780;198;4001
4500016752;10;9050054302;1010837;1786;ZSC;false;10000;EA;10000;0;2026-07-27;2026-04-17;2026-04-17;CHENC;1780;198;4001
4500016752;20;9050054302;1010837;1787;ZSC;false;10000;EA;10000;0;2026-07-27;2026-04-17;2026-04-17;CHENC;1780;198;4001
4500016759;10;6360041001;1002282;1711;NB;false;25000;EA;3400;21600;2026-05-29;2026-04-17;2026-04-17;PRANATP;1710;81;0001
4500016761;10;;1003933;1710;NB;false;1;EA;1;0;2026-07-03;2026-04-17;2026-04-17;PRANATP;1710;81;YBFA06
4500016761;20;;1003933;1710;NB;false;1;EA;1;0;2026-07-03;2026-04-17;2026-04-17;PRANATP;1710;81;YBFA06
4500016762;20;6360044401;1010023;1711;NB;false;160000;EA;160000;0;2026-06-02;2026-04-17;2026-04-17;GHULEM;1710;188;0001
4500016762;30;6360044401;1010023;1712;NB;false;60000;EA;60000;0;2026-06-02;2026-04-17;2026-04-17;GHULEM;1710;188;0001
4500016763;10;9050056201;1009986;1786;ZSC;false;7200;EA;7200;0;2026-07-20;2026-04-19;2026-04-19;ZOULM;1780;197;6002
4500016763;20;9050056201;1009986;1787;ZSC;false;36000;EA;36000;0;2026-07-20;2026-04-19;2026-04-19;ZOULM;1780;197;6002
4500016763;30;9050056201;1009986;7803;ZSC;false;1800;EA;1800;0;2026-07-20;2026-04-19;2026-04-19;ZOULM;1780;197;6002
4500016764;10;9050056202;1009986;1786;ZSC;false;9000;EA;9000;0;2026-07-20;2026-04-19;2026-04-20;ZOULM;1780;197;6002
4500016764;20;9050056202;1009986;1787;ZSC;false;21000;EA;21000;0;2026-07-20;2026-04-19;2026-04-20;ZOULM;1780;197;6002
4500016765;10;9050068701;1005970;7101;ZSC;false;101088;EA;93312;7776;2026-07-02;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016766;10;9050067905;1001040;7101;ZSC;false;6552;EA;6552;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016767;10;9050067909;1001040;7101;ZSC;false;56160;EA;56160;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016768;10;9050077909;1001040;7101;ZSC;false;56160;EA;56160;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016769;10;9050067910;1001040;7101;ZSC;false;37440;EA;37440;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016770;10;9050067911;1001040;7101;ZSC;false;4680;EA;4680;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016771;10;9050033019;1001040;7101;ZSC;false;3744;EA;3744;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016772;10;9050033018;1001040;7101;ZSC;false;1872;EA;1872;0;2026-08-31;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016773;10;9050076102;1001040;7101;ZSC;false;3744;EA;3744;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016774;10;9050038405;1001040;1714;ZSC;false;16128;EA;16128;0;2026-07-27;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016775;10;9050038407;1001040;1714;ZSC;false;2688;EA;2688;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016776;10;9050038408;1001040;1714;ZSC;false;2688;EA;2688;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016777;10;9050041101;1001040;1722;ZSC;false;11880;EA;11880;0;2026-08-07;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016778;10;9050216701;1001040;1722;ZSC;false;31680;EA;31680;0;2026-07-20;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016779;10;9200005801;1001040;1722;NB;false;36000;EA;36000;0;2026-07-20;2026-04-20;2026-04-20;GHULEM;1710;188;1005
4500016780;10;9200000301;1001040;1722;NB;false;18000;EA;18000;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1005
4500016781;10;9200003702;1001040;1714;NB;false;18000;EA;18000;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1005
4500016782;10;9200000305;1001040;1714;NB;false;18000;EA;18000;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1005
4500016783;10;9200000307;1001040;1714;NB;false;18000;EA;18000;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1005
4500016784;10;9200000309;1001040;1714;NB;false;18000;EA;18000;0;2026-08-24;2026-04-20;2026-04-20;GHULEM;1710;188;1005
4500016786;10;9050013404;1003988;1722;ZSC;false;252000;EA;252000;0;2026-06-30;2026-04-20;2026-04-20;PRANATP;1710;81;1001
4500016787;10;9050085901;1010267;7101;NB;false;69120;EA;69120;0;2026-08-17;2026-04-20;2026-04-20;GHULEM;1710;188;1007
4500016788;10;9050076702;1010267;7101;NB;false;17280;EA;17280;0;2026-08-17;2026-04-20;2026-04-20;GHULEM;1710;188;1007
4500016789;10;9050088703;1009089;7101;ZSC;false;20160;EA;20160;0;2026-08-17;2026-04-20;2026-04-20;GHULEM;1710;188;1001
4500016790;10;9050033201;1009089;7101;ZSC;false;78624;EA;78624;0;2026-08-10;2026-04-20;2026-04-20;GHULEM;1710;188;1002
4500016806;10;9050038405;;1711;UB;true;360;EA;360;0;2026-04-24;2026-04-21;2026-04-21;GHULEM;1710;188;1001
4500016807;10;9050059005;1010837;7803;ZSC;false;30000;EA;30000;0;2026-06-29;2026-04-21;2026-04-21;FITZSIC;1780;177;6002
